视频标题,BVID,分P序号,弹幕内容
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我的最爱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,琴酒的噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最好看的一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,大叔的逆袭
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,管风琴
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,日本经济20年没发展，哪儿有物价上涨
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,魅影
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,引爆摩天大楼
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,第14个目标
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这个超好看！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,世纪末的魔术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,瞳孔中的暗杀者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,通往天国的倒计时
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,贝克街的亡灵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,迷宫的十字路口
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,银翼的魔术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,水平线上的阴谋
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,侦探们的镇魂歌
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绀碧之棺
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,战栗的乐谱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑的追迹者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,天空的遇难船
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,第11个前锋
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绝海的侦探
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,异次元的狙击手
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,业火的向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,纯黑的噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,唐红的恋歌
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部剧情最蠢，总结起来就是我觉得画是假的所以我要炸了它
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名探偵コナン 時計じかけの摩天楼
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名侦探柯南 计时引爆的摩天楼
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名探偵コナン 14番目の標的
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名侦探柯南 第14个的目标
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名探偵コナン 世紀末の魔術師
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名侦探柯南 世纪未的魔术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名探偵コナン 瞳の中の暗殺者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名侦探柯南 瞳孔中的暗杀者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名探偵コナン 業火の向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名侦探柯南 业火的向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名探偵コナン 纯黒の悪夢
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,名侦探柯南 纯黑的恶梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,看片头真的都超燃啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部挺喜欢啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,柯南的粉丝跨度够大的啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,……
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,打扰了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部有柯南，服部，基德
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部最难看
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,挺喜欢这部的
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,琴酒推塔
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,放现在十倍的不要笑死人，宫崎骏的票房最高也不过300e+
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部题材太糟糕了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部感情很细腻
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,探偵たちのレクイエム
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,沈黙の15分
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,11人目のストライカー
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,絶海の探偵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,ルパン三世ｖｓ名探偵コナン
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,業火のひまわり
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,目前认为最好看的
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,萨克斯注耳
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,琴酒的噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,屎一样的转折
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,柯南全明星
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,柯南全明星！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,天空的搞基船！！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,琴酒的噩梦！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部完蛋了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,20周年，柯南失踪案！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绝海的朝鲜人
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,柯学
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,再烂也没有17和19烂吧
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,13也很烂
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,=搞基船
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,17全系列最屎
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,手动再见
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,新兰永恒
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,大陆引进的第三部，但因中日关系紧张，宣布撤档
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,大陆引进的第三部，但因中日关系紧张，宣布撤档
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,114911
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,115254
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,115476
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,115742
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,116250
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,116578
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,116896
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,117116
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,117426
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,117742
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,118032
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,118317
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,童年第一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,前几个个个看哭
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,看了3遍
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绝海的侦探，有点无聊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,可怜的东京塔
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,天空中的搞基船，一部我看了5遍，柯基好可爱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,刚看2遍
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部撒了3次狗粮
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,出现了！琴酒的噩梦！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,大叔智商巅峰
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,票房是越来越高
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,快新の搞基船
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,唐红的恋歌 平和的狗粮
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最感人的一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,横扫东都塔
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最烂的一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这个op很好听
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,哇，瞳孔啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最爱啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最好看的
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部最差了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绝海的朝鲜人
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,异次元的窜天猴
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,历史票房最高的一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,神仙片尾曲
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,感觉最好看的一部，人员角色推理剧情节奏布局都很精彩
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部还好，百合大法
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部风吹麦浪那部分很唯美
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,柯南从此走向动作片的不归路。。
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部感觉好难看，17.18.19.20好难看
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,woc
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,辣鸡静野
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,智障剧场版
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,因为我喜欢你，比地球上任何一个人都喜欢你。
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,平和啊啊啊啊最爱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,平和超级甜在这个里面
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最爱一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,前面说m15超烂的，你可以不用看了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,超爱的！！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,琴酒的噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,日狗的向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,神作
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,贝克街的亡灵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,迷宫的十字路口
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,平和我的爱啊！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,银翼的魔术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,水平线上的阴谋
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,侦探们的镇魂歌
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,甘比只管
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绀碧之棺
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,战栗的乐谱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑的追踪者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑的追踪者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,天空的遇难船
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,第11个前锋
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绝海的侦探
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,异次元的狙击手
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,业火的向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我哀出镜率极高的一版
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,业火的向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,纯黑的噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,因为这部爱上库拉索
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,吹爆我平和
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,超帅
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,银翼的魔术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部看了几遍，还是印象不深
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部好看
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部最爱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最烂
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这个也不怎么样
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,唐红的恋歌主题曲炒好听
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,哀殿，哀殿哀殿
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,表白一下哀殿
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,哀殿，哀殿
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,说物价上涨的有没有学过高中政治?请问日本25年来通货膨胀了吗?
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑的追踪者最爱了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部平次柯南配合，佐藤发现卧底，黑组 完美啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑这部推理真的精彩，案件处处反转
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,您的好友 静野孔文 上线
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,古内一成先生遗作，感谢他带来了M1，2，3，4，5，7，8，9，13，18
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,古内一成先生的遗作啊 哭唧唧
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,怀念古内一成先生，先生一路走好
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,史上最糟糕两天 人设那叫一个崩
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,又不是没推理了适应一下时代的发展而已吧，没必要总挑着动作动作说个没完。
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,喜欢这个，唯一感动哭了的剧场版
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,静野垃圾
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,静野辣鸡
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,1000
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我也喜欢纯黑
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我也喜欢这一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,超喜欢这个！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,M15开始之后真是就各种 没眼看
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部是真的无聊。。
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,只想说还我票钱的一部
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我的天……
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,票房牛逼!
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,画质音质好到果断投币！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,鲁邦三世这个“丢丢丢”的声音好像西游记啊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,一年级看的第一部电影！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,计时引爆摩天楼 时针じカけの摩天楼
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,第14个目标 14番目の标的
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,世纪末的魔术师 世纪末の魔术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,瞳孔中的暗杀者 瞳の中の暗杀者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,通往天国的倒计时 天国へのカウソト夕ゥソ
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,贝克街的亡灵  バイカ一街の亡霊
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,ed还可以
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,迷宫的十字路口 迷宫の十字路 2003年 票房11578
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,银翼的魔术师 银翼の奇术师
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,水平线上的阴谋 水平线上の阴谋
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,蓝字君累了，休息一下
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绀碧之棺 全日文的啊 こんべまのヅヨリ一口ヅャ一
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,战栗的乐谱 战栗の乐谱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑的追踪者 漆黑の追踪者
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,天空的难破船 遇难船 てんくぅの口ストツッフ
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,沉默的15分钟 沈默の15分
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,沉默的15分
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,第11个前锋 11人目のストテイカ一
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,绝海的侦探 绝海の探侦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,鲁邦三世VS名侦探柯南
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,233
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,异次元的狙击手 异次元の狙击手
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,江户川柯南失踪事件 江户川コナソ
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,业火的向日葵 业火の向日葵
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,纯黑的噩梦 纯黑の噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,唐红的恋歌 唐红の恋歌 蓝字君正在变色
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最喜欢就是纯黑
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,平和必看
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,好评！
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,木鱼声神来之笔
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,贝克街亡灵最爱
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,表白斗子
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,装逼十五分钟
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部平和超级甜!
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部平和超级甜!
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,前面的学没学过高中政治，日本20年来哪儿来的通货膨胀?票房都是实打实的
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,前面的，不是柯南降，是整个市场都在降，M9降了，票房占比反而高了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,漆黑Top1谢谢，只看剪辑就那最后几分钟一味黑的，我建议你去看看全篇
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我喜欢纯黑，片头用心了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,注: 大陆票房不高是因为新创华零宣发，上映了粉丝都不知道，有的地方上映不到一星期被强行下架
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,啊，雪梨
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,911同一年。。。
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,最烂
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,呃呃呃呃呃
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,小黑的噩梦
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这个喜欢
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,肯定会有说：“kid SAMA”（我不是基德迷）
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这里面人设蹦完了
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,鸡皮掉一地了~
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,我哭了这是唯一一部白马柯南服部和斗子都出现的剧场版
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,这部好难看
名侦探柯南剧场版第1-28部片头动画合集【收藏级画质】,BV1Yb411A7oa,2,奇异恩典！
